 	Pyrms37	Pyrms47	Pyrms63	Pyrms77B	Pyrms83B	Pyrms233	Pyrms319	Pyrms427	Pyrms607	Pyrms657
CH0677	197	165	149	194	112	265	287	229	281	168
CH0678	197	173	149	194	112	268	287	241	281	168
CH0680	197	165	151	196	112	253	284	211	281	168
CH0681	197	179	151	196	118	253	284	211	281	168
CH0689	197	165	149	194	112	268	290	213	281	166
CH0690	197	165	151	196	112	253	290	211	281	168
CH0694	199	167	149	222	100	253	287	213	284	166
CH0695	199	167	149	196	133	253	287	213	284	166
CH0696	199	167	149	222	133	253	287	213	284	166
CH0702	199	167	149	222	136	253	287	213	284	166
CH0704	197	165	149	194	112	274	287	211	284	168
CH0712	197	165	151	194	112	999	284	213	284	166
CH0713	197	165	151	194	112	253	287	213	284	166
CH0714	197	165	151	196	112	253	284	211	284	168
CH0715	197	165	151	194	112	253	284	211	284	168
CH0716	197	165	151	194	112	253	284	215	284	168
CH0718	197	165	151	196	112	253	284	215	284	168
CH0719	197	167	151	194	112	253	284	215	284	168
CH0860	197	171	149	194	112	268	287	219	278	166
CH0863	197	171	149	194	112	268	287	215	281	166
CH0866	197	171	149	194	112	268	287	217	278	166
CH0997	205	173	161	216	112	253	284	225	281	166
CH0998	205	163	161	188	109	253	284	229	270	168
CH0999	205	165	151	220	109	253	284	213	281	168
CH1000	201	163	149	194	112	274	287	213	273	166
CH1001	205	173	161	188	112	253	284	223	284	166
CH1002	205	175	169	216	112	253	284	239	284	166
CH1003	205	163	163	194	112	253	287	211	281	166
CH1004	205	173	161	220	109	253	284	227	284	168
CH1005	207	165	163	196	109	253	284	223	278	170
CH1007	205	165	163	216	109	253	284	225	278	170
CH1008	205	175	169	218	115	253	284	211	284	166
CH1009	205	173	163	196	109	253	284	223	284	168
CH1010	205	165	151	216	109	253	284	225	278	170
CH1011	199	169	165	194	106	253	287	211	284	166
CH1012	205	165	165	216	109	253	284	225	278	170
CH1013	199	169	165	194	118	253	287	211	284	166
CH1014	207	175	163	196	112	253	287	239	284	168
CH1017	205	163	161	216	109	999	284	211	284	170
CH1018	207	165	163	196	112	253	284	223	287	166
CH1019	205	165	173	200	109	253	284	225	278	168
CH1020	205	173	151	194	109	253	287	213	278	166
CH1064	207	173	167	218	109	253	284	211	284	170
CH1065	205	169	165	192	109	253	284	229	284	166
CH1066	205	165	161	200	109	256	284	239	278	168
CH1069	205	165	161	216	109	253	284	211	284	999
CH1070	205	165	161	216	109	253	284	223	284	999
CH1071	205	165	163	218	109	253	284	225	281	166
CH1072	205	165	999	216	109	253	284	225	278	168
CH1073	205	173	167	220	112	253	284	223	281	170
CH1074	205	165	161	200	109	253	284	225	278	170
CH1075	201	173	161	218	109	253	284	223	278	170
CH1076	207	165	163	192	109	253	284	239	284	168
CH1079	205	173	169	220	112	253	284	225	281	170
CH1080	207	173	163	196	112	253	284	223	284	168
CH1081	207	173	163	196	112	253	284	243	284	166
CH1083	205	165	165	999	109	253	284	213	278	170
CH1084	205	165	161	200	109	253	284	225	278	168
CH1087	207	175	163	218	112	253	284	225	278	166
CH1088	205	163	161	218	109	319	284	213	278	170
CH1091	205	165	161	200	109	256	284	205	278	168
CH1092	205	173	169	220	112	253	284	223	281	170
CH1093	205	175	163	999	112	253	284	205	278	999
CH1095	207	175	163	220	112	319	284	213	281	170
CH1096	205	165	161	216	109	253	281	229	284	168
CH1097	199	177	161	218	112	253	287	225	284	168
CH1098	205	175	167	196	112	253	284	223	284	170
CH1100	205	175	163	196	112	319	287	211	284	168
CH1101	205	165	161	196	109	253	284	213	284	166
CH1102	205	165	167	194	124	278	284	213	278	166
CH1103	203	163	165	194	124	278	284	211	281	166
CH1104	199	163	163	188	109	253	284	211	270	166
CH1105	205	165	163	218	109	253	284	223	281	166
CH1106	199	165	151	188	112	253	287	211	278	166
CH1110	205	163	165	214	109	253	284	213	281	166
CH1111	205	163	161	216	109	296	284	217	284	170
CH1112	205	163	165	228	109	253	281	217	278	166
CH1116	199	173	167	999	112	253	287	223	284	170
CH1117	207	165	159	218	112	253	284	223	281	168
CH1118	999	175	169	194	112	253	287	215	281	166
CH1119	203	163	161	200	109	253	284	213	278	168
CH1120	207	163	161	194	112	274	284	215	278	166
CH1121	205	165	161	216	109	253	284	225	278	170
CH1123	205	165	169	220	109	253	284	223	284	170
CH1124	205	165	161	216	109	253	284	227	284	170
CH1125	205	175	163	214	109	253	284	223	278	168
CH1126	207	173	167	218	109	253	284	211	284	166
CH1127	205	167	163	216	109	253	284	213	278	166
CH1130	205	165	167	216	109	253	284	225	278	170
CH1135	205	165	165	228	109	253	281	217	278	166
CH1138	999	165	149	216	109	253	284	225	278	170
CH1140	205	173	169	999	112	253	284	221	284	168
CH1142	207	175	163	218	112	319	287	213	278	168
CH1143	207	175	167	216	112	253	287	211	284	166
CH1144	205	163	159	999	112	278	284	211	284	168
CH1146	999	177	163	216	112	253	287	239	284	170
CH1150	999	165	163	216	112	253	287	223	284	168
CH1151	205	165	163	196	112	253	284	243	284	166
CH1152	999	163	161	218	109	319	284	215	278	170
CH1153	203	175	163	216	112	253	284	225	284	168
CH1158	199	163	169	216	112	280	287	213	284	166
CH1161	999	175	163	194	112	253	284	999	278	170
CH1164	199	163	161	256	109	253	284	211	284	168
CH1166	199	163	161	218	109	253	284	211	999	168
CL00.1.10.	197	999	151	194	112	253	999	999	284	168
CL00.1.18.	999	999	151	194	112	999	284	215	284	168
CL00.1.2.	197	167	151	194	112	253	999	217	284	168
CL00.1.5.	197	999	151	194	118	253	284	219	284	168
CL0129	197	165	151	194	112	250	284	213	284	170
CL0133	197	169	151	194	112	250	284	213	284	170
CL0138	197	167	151	194	112	250	284	213	284	170
CL0139	197	165	151	194	112	250	284	213	299	170
CL0156	197	165	151	196	112	250	284	213	284	170
FR0004	197	167	149	194	112	268	287	215	281	166
FR0157	197	167	149	194	112	268	287	221	281	166
FR0160	197	167	149	196	112	268	287	215	281	166
FR0167	197	169	149	194	112	268	287	219	281	166
FR0176	197	169	149	194	112	268	287	221	281	166
FR0180	197	169	151	194	112	268	287	223	281	166
FR0181	197	171	149	194	112	268	287	219	281	166
FR0182	197	169	149	194	112	271	287	219	281	166
FR0183	197	169	149	194	112	271	287	221	281	166
FR0185	197	169	149	194	112	268	287	221	278	166
FR0193	197	167	149	194	112	271	287	215	281	166
FR0205	197	167	149	192	112	268	287	217	281	166
FR0207	197	167	149	198	112	271	287	215	281	166
FR0209	197	167	149	196	112	268	287	213	281	166
FR0212	197	167	149	196	112	271	287	217	281	166
FR0217	197	169	149	194	112	271	287	221	278	166
FR0220	197	169	149	196	112	268	287	215	281	166
FR0225	197	167	149	196	112	271	287	215	281	166
FR0227	197	167	149	196	112	268	287	217	281	166
FR0230	197	167	149	196	115	268	287	215	281	166
FR0233	197	169	149	198	112	268	287	215	281	166
FR0236	197	167	149	196	112	268	287	215	281	168
FR0237	197	169	149	196	112	268	287	223	281	166
FR0243	197	173	149	198	115	268	287	215	281	166
FR0245	197	165	149	196	112	268	287	215	281	166
FR0310	197	173	149	194	112	268	287	213	281	166
FR0311	197	171	149	194	112	268	287	213	281	166
FR0313	197	173	149	194	115	265	287	217	281	168
FR0314	199	175	149	194	115	265	287	217	281	168
FR0464	999	171	149	194	112	999	281	213	281	166
FR0508	197	167	149	194	112	268	287	215	281	166
FR0513	197	167	149	112	112	268	287	215	281	166
FR0514	197	167	149	194	112	999	287	217	281	166
FR0549	999	169	999	194	112	268	999	219	281	166
GR0012	197	173	149	194	112	268	287	217	281	166
GR0013	197	175	149	194	112	265	287	217	281	168
GR0014	197	179	149	194	112	268	287	217	281	166
GR0016	197	173	149	194	112	265	287	217	281	168
GR0017	197	175	149	192	112	265	287	217	281	168
GR0024	197	175	149	194	112	268	287	217	281	166
GR0027	197	171	149	194	112	268	287	213	281	164
GR0038	197	177	149	194	112	265	287	217	278	168
GR0060	195	173	149	196	112	265	287	217	281	168
GR0062	197	165	151	194	112	253	284	213	281	168
GR0075	197	179	149	194	112	268	287	215	281	166
GY0028	197	165	151	194	112	250	284	211	284	168
GY0031	197	165	151	194	112	250	999	999	999	168
GY0039	199	999	163	999	112	253	284	213	278	166
GY0042	199	189	163	224	112	253	284	209	278	166
HN0006	197	171	149	194	112	268	284	217	278	166
HN0018	197	173	149	194	112	268	287	217	278	166
HN0020	197	169	149	194	112	268	287	215	278	166
IDADN0006	197	165	151	196	112	253	284	215	284	172
IDADN0013	197	169	151	194	112	253	284	211	281	170
IDADN0015	197	167	151	194	112	253	284	211	284	170
IDADN0021	195	165	151	194	112	253	284	999	287	168
IDADN0028	195	165	151	198	112	253	284	217	287	168
IDADN0029	195	165	151	194	112	253	284	217	287	172
IDADN0036	197	171	151	194	112	253	284	213	281	168
IDADN0098	197	165	161	194	112	253	284	217	284	168
IDADN0105	197	165	151	200	112	253	284	213	284	168
IDADN0109	197	165	151	194	112	253	284	213	284	168
IDADN0117	197	165	151	200	112	253	284	215	284	168
IDADN0131	197	165	151	194	112	253	284	221	284	168
IDADN0133	197	165	151	194	112	253	999	999	999	168
IDADN0139	197	165	151	194	112	253	999	999	999	168
IDADN0141	197	165	151	194	112	253	284	221	281	168
IDADN0181	197	165	151	194	112	253	284	223	284	168
IDADN0191	197	165	151	202	999	253	284	215	284	168
IDADN0193	197	999	151	194	112	253	999	999	281	168
IDADN0197	197	167	151	194	112	253	284	219	284	168
LA0003	207	165	999	218	112	253	287	231	278	166
LA0004	205	167	165	999	999	259	284	219	281	166
LA0005	205	165	163	216	109	253	281	219	278	166
LA0006	207	165	163	196	112	253	287	217	290	166
LA0007	203	171	163	216	109	253	284	223	284	166
LA0008	205	167	165	999	109	259	284	217	281	166
LA0009	207	177	163	999	112	253	287	213	284	166
LA0010	207	165	161	999	109	253	281	219	290	166
LA0011	205	165	163	216	109	253	281	219	278	166
LA0012	205	169	165	999	109	259	284	217	281	166
LA0014	207	165	161	216	109	253	281	217	290	166
LA0015	207	165	163	218	112	253	287	219	301	166
LA0018	203	999	151	216	109	253	284	221	278	166
LA0019	205	163	163	214	115	253	284	213	284	166
LA0020	209	165	163	194	112	253	287	221	264	166
LA0022	197	165	165	194	109	253	281	209	284	166
LA0023	199	167	163	216	112	253	287	225	284	166
LA0024	201	171	163	216	109	253	284	227	284	166
LA0025	207	165	161	216	109	253	284	225	284	166
LA0026	201	173	163	216	109	253	284	227	284	166
MC0004	199	173	149	184	112	268	287	217	281	166
MC0005	199	999	149	184	112	265	287	217	281	168
MC0009	199	187	149	184	112	268	287	217	278	166
MC0013	197	187	149	184	112	265	287	217	281	168
MC0014	199	999	149	184	115	265	287	215	281	168
MC0018	199	187	149	184	109	265	287	217	281	168
MC0020	199	999	149	184	112	265	287	219	281	168
MC0021	199	999	149	184	112	268	287	219	281	166
NP0036	199	163	149	216	112	253	287	225	284	166
NP0037	199	163	149	214	112	253	287	223	284	166
NP0052	197	169	149	194	112	268	287	215	281	166
NP0058	199	167	151	194	112	253	287	213	284	166
NP0061	197	165	151	194	133	253	284	215	284	168
NP0068	199	165	149	218	112	253	287	231	284	166
NP0070	199	163	149	210	112	253	287	215	284	168
NP0075	199	163	149	190	118	253	287	213	284	166
NP0077	199	177	165	210	115	262	287	203	278	170
NP0089	199	163	149	214	112	253	287	221	284	166
NP0091	199	163	149	216	112	253	287	227	284	166
NP0092	199	163	149	216	112	253	287	223	284	166
NP0096	199	163	149	218	112	253	287	227	284	166
NP0103	199	163	149	216	112	253	287	225	298	166
NP0107	199	165	149	216	112	253	287	221	284	166
NP0108	199	163	149	216	112	253	287	225	287	166
NP0113	199	163	149	216	112	253	287	219	284	166
NP0129	197	165	151	194	136	253	284	215	284	168
NP0133	199	999	153	216	999	262	999	227	275	174
NP0135	197	165	151	194	133	253	284	217	284	168
SP0006	197	171	149	194	112	268	287	215	281	166
SP0038	199	165	149	200	112	265	287	201	281	166
SP0043	197	167	149	194	112	265	287	219	281	168
SP0044	197	167	149	194	112	265	287	217	281	168
SP0125	197	173	149	194	115	265	287	219	281	168
SP0136	197	169	149	194	109	268	287	219	281	166
SP0141	197	171	149	194	112	268	287	217	281	166
SP0143	197	185	149	194	112	268	287	217	281	166
SP0146	197	169	149	194	115	265	287	217	281	168
SP0149	197	171	149	194	112	265	287	217	281	166
SP0162	197	167	149	194	112	268	999	999	999	166
SP0167	197	173	149	194	118	265	287	217	281	168
SP0168	197	175	149	194	115	265	287	219	281	168
SP0172	197	167	149	194	115	265	287	217	281	168
SP0173	197	171	149	196	112	268	287	215	281	166
SP0179	197	167	149	200	112	268	287	215	281	166
SP0184	197	175	149	194	115	265	287	217	281	168
SP0214	197	173	149	194	115	265	287	217	281	168
SP0216	197	173	149	194	115	265	287	215	281	168
SP0227	197	171	149	194	115	265	287	217	281	168
TH0003	199	163	149	218	109	253	284	221	281	166
TH0011	199	165	149	218	109	253	287	211	284	166
TH0013	199	163	999	216	109	253	284	213	284	166
TH0014	199	163	149	218	109	253	284	213	284	166
TH0017	203	163	165	218	109	253	284	211	281	166
TH0018	199	175	149	216	109	253	284	215	284	166
TH0019	199	169	165	216	109	253	284	215	284	166
TH0026	207	169	165	220	109	253	284	211	281	166
TH0027	199	163	149	218	118	253	284	213	284	166
TH0028	197	165	165	222	109	253	284	211	281	166
TH0030	207	163	151	999	112	253	284	215	284	166
TH0031	205	163	149	220	112	253	284	213	284	166
TH0032	207	169	165	222	109	253	284	211	281	166
TH0033	207	169	149	218	118	253	287	215	281	166
TH0036-2	203	165	163	222	112	253	284	229	284	168
TH0036-3	207	163	165	218	109	253	284	219	281	166
TH0037	207	999	165	218	109	253	284	207	281	166
TR0025	197	167	149	194	115	268	287	215	281	166
TR0032	197	167	149	194	115	268	287	217	281	166
TR0033	197	167	149	194	115	268	287	215	281	164
TR0035	197	167	149	194	112	268	287	215	281	166
TR0036	999	167	149	196	115	999	287	215	999	166
US0089	199	169	151	200	109	259	284	213	284	166
US0090	197	177	149	194	112	268	284	219	281	168
US0091	199	185	151	200	109	259	284	213	284	166
US0097	199	191	151	200	109	259	284	215	284	166
US0098	197	177	149	194	112	268	287	219	281	168
US0099	199	169	151	200	109	259	284	215	284	166
US0100	199	187	151	200	109	259	284	213	284	166
US0101	199	165	149	216	112	265	287	201	290	166
US0106	197	169	149	194	112	265	287	219	281	168
US0107	199	169	149	216	112	265	287	201	290	166
US0110	199	167	149	216	112	265	287	201	290	166
US0115	197	179	149	194	112	265	287	221	281	168
US0119	197	179	149	194	112	265	287	219	281	168
US0160	197	999	149	194	112	268	999	999	281	166
US0163	197	187	149	194	112	268	287	219	281	166
US0164	197	185	149	194	115	268	287	217	281	166
